transaction_id,timestamp,sender_account,receiver_account,amount,transaction_type,merchant_category,location,device_used,is_fraud,fraud_type,time_since_last_transaction,spending_deviation_score,velocity_score,geo_anomaly_score,payment_channel,ip_address,device_hash
T1002005,2023-11-08T06:58:48.484488,ACC665458,ACC547218,83.63,deposit,utilities,Sydney,atm,False,,-653.2920478052778,0.72,6,0.18,wire_transfer,55.45.204.0,D8163398
T4503185,2023-11-08T07:01:53.915319,ACC622682,ACC646284,396.91,withdrawal,entertainment,Singapore,web,False,,2674.9524642983333,0.31,7,0.14,wire_transfer,64.73.31.178,D2206495
T403289,2023-11-08T07:07:02.767984,ACC993961,ACC575045,10.12,transfer,online,Dubai,mobile,False,,,-1.24,1,0.9,UPI,99.183.34.120,D4949040
T4131204,2023-11-08T07:12:55.909302,ACC437883,ACC210542,29.47,transfer,retail,Singapore,pos,False,,5296.28504896361,1.3,14,0.17,UPI,88.216.11.90,D5961094
T3808904,2023-11-08T07:14:20.453770,ACC963327,ACC886754,1252.87,deposit,restaurant,New York,atm,False,,,0.42,14,0.14,UPI,126.254.182.89,D6109500
T4182704,2023-11-08T07:19:15.386612,ACC543912,ACC749240,220.93,withdrawal,restaurant,New York,pos,False,,3241.4910408644446,0.43,3,0.68,ACH,243.177.181.86,D6877222
T2995267,2023-11-08T07:19:34.388770,ACC930993,ACC346458,592.94,deposit,retail,Berlin,web,False,,5860.736533060278,0.05,9,0.09,UPI,86.170.34.26,D7281664
T836009,2023-11-08T07:28:17.313871,ACC976945,ACC208268,302.95,withdrawal,grocery,Tokyo,pos,False,,,-1.13,5,0.87,wire_transfer,32.54.249.199,D1971432
T4525427,2023-11-08T07:33:13.826481,ACC910873,ACC267022,1465.71,deposit,online,Sydney,web,False,,-1115.1900938855556,0.61,4,0.01,UPI,255.111.47.221,D1110320
T3638419,2023-11-08T07:37:40.888877,ACC312185,ACC794681,2.11,transfer,retail,New York,web,False,,-853.6101691319444,-0.5,4,1.0,UPI,216.58.243.106,D1160132
T5054012,2023-11-08T07:39:54.117823,ACC558469,ACC383653,375.09,withdrawal,retail,London,atm,False,,7142.650394566945,0.67,5,0.04,card,85.188.124.65,D9164730
T2030115,2023-11-08T07:42:01.157935,ACC874777,ACC329318,122.77,payment,retail,London,atm,False,,,0.44,18,0.02,wire_transfer,244.189.55.60,D2586659
T2907507,2023-11-08T07:42:03.592821,ACC593211,ACC897163,68.71,payment,restaurant,Toronto,web,False,,3415.4964024658334,-0.47,14,0.76,card,76.166.206.186,D8433953
T4790153,2023-11-08T07:49:52.749051,ACC297012,ACC208470,16.6,payment,retail,Dubai,web,False,,-1117.518351036667,1.63,19,0.53,card,201.113.197.84,D8607264
T3191538,2023-11-08T07:50:59.267758,ACC470167,ACC248039,282.22,withdrawal,online,Tokyo,pos,False,,3084.335349368333,0.19,15,0.28,UPI,128.124.202.208,D3909346
T3310084,2023-11-08T07:52:27.429884,ACC315271,ACC210608,530.25,withdrawal,travel,Tokyo,mobile,False,,-673.4841511633334,0.65,2,0.38,UPI,237.202.60.243,D6953390
T3521200,2023-11-08T08:03:02.796409,ACC286745,ACC840582,11.51,payment,entertainment,Toronto,mobile,False,,-875.1750272680555,-1.04,7,0.06,ACH,244.218.132.19,D8595968
T2288007,2023-11-08T08:10:07.434401,ACC174103,ACC294196,760.52,deposit,grocery,Dubai,mobile,False,,552.1379308786111,-0.52,3,0.93,ACH,83.43.88.248,D6548613
T300032,2023-11-08T08:18:57.974571,ACC824132,ACC272893,1010.93,deposit,grocery,London,mobile,False,,,0.36,4,0.01,UPI,178.81.75.215,D9079542
T2123602,2023-11-08T08:31:39.606934,ACC491770,ACC464395,1145.87,deposit,grocery,Sydney,pos,True,card_not_present,4313.931135678055,-0.87,17,0.99,card,30.11.126.108,D3824821
T3954517,2023-11-08T08:37:07.730318,ACC141588,ACC107512,448.87,deposit,utilities,Tokyo,web,False,,318.1946232625,-1.11,12,0.49,UPI,136.168.183.151,D3307834
T1798738,2023-11-08T08:38:43.516232,ACC546114,ACC826993,155.92,payment,utilities,Sydney,web,False,,-210.21273760722224,-0.21,13,0.85,wire_transfer,87.180.216.197,D8932972
T4169925,2023-11-08T08:42:49.144953,ACC455252,ACC461060,71.56,payment,retail,Singapore,pos,False,,4174.445391244444,-1.29,13,0.86,UPI,127.77.158.162,D5242477
T4758257,2023-11-08T08:59:26.977688,ACC460940,ACC395877,201.84,payment,grocery,London,atm,False,,312.7897953725,-0.56,20,0.88,ACH,136.110.106.23,D3194027
T2212342,2023-11-08T09:00:46.562373,ACC636208,ACC624624,243.4,withdrawal,other,Sydney,web,False,,1546.7655993561111,-0.7,8,0.4,ACH,225.39.45.64,D9832244
T4479163,2023-11-08T09:01:06.369868,ACC511255,ACC657507,1226.36,deposit,retail,Berlin,web,False,,125.98440080555557,-0.59,7,0.84,card,73.209.150.23,D6302434
T2074994,2023-11-08T09:08:23.192107,ACC744682,ACC592794,696.93,deposit,online,Tokyo,web,False,,7412.090981022222,-2.31,10,0.86,card,62.136.161.109,D7182789
T1990207,2023-11-08T09:13:06.298394,ACC703411,ACC207410,105.27,payment,retail,Tokyo,pos,True,card_not_present,-79.06981453,2.08,9,0.54,ACH,171.111.60.17,D7071559
T3827032,2023-11-08T09:13:45.905473,ACC377247,ACC163525,60.23,withdrawal,online,Berlin,mobile,False,,2166.9000976116668,-1.14,19,0.07,wire_transfer,230.6.129.6,D3960167
T4788023,2023-11-08T09:26:56.168072,ACC420863,ACC687958,166.33,payment,restaurant,London,atm,False,,414.1556208377778,-0.32,8,0.51,ACH,31.25.150.115,D8960337
T2175504,2023-11-08T09:33:32.356796,ACC615952,ACC868494,213.45,withdrawal,online,Berlin,atm,False,,5173.755158909167,-0.47,5,0.23,UPI,250.136.205.138,D8524556
T4919019,2023-11-08T09:33:56.491757,ACC319731,ACC689421,14.24,payment,retail,Sydney,mobile,False,,4996.490294471944,-1.35,18,0.31,UPI,45.66.49.228,D7204701
T4834108,2023-11-08T09:36:07.938453,ACC809591,ACC451080,953.95,deposit,retail,Sydney,atm,False,,5782.987832370555,-0.39,13,0.77,wire_transfer,184.59.85.199,D6742604
T4365255,2023-11-08T09:40:17.152587,ACC485622,ACC889874,132.21,payment,other,Toronto,mobile,False,,5523.971495343889,1.21,11,0.32,wire_transfer,171.251.113.221,D1413198
T2584618,2023-11-08T09:42:28.518676,ACC123427,ACC944049,34.35,payment,online,London,web,False,,1239.451040718611,0.92,12,0.82,ACH,252.156.161.241,D6417311
T2573174,2023-11-08T09:45:03.590038,ACC750111,ACC371530,38.11,transfer,restaurant,Sydney,mobile,False,,6128.9080383975,-0.29,3,0.25,card,169.172.230.72,D8060342
T1178898,2023-11-08T09:48:21.885336,ACC789840,ACC692328,1135.69,deposit,retail,Sydney,atm,False,,256.2070674019444,0.15,16,0.17,wire_transfer,224.177.170.246,D1385528
T1060473,2023-11-08T09:48:26.819058,ACC966896,ACC877034,3.17,payment,utilities,Dubai,web,False,,,1.69,7,0.99,ACH,238.209.170.209,D1564845
T1367073,2023-11-08T10:09:48.800978,ACC264222,ACC789426,228.32,withdrawal,entertainment,Tokyo,web,False,,,0.59,19,0.09,card,111.245.163.178,D6487075
T1528930,2023-11-08T10:12:56.685544,ACC892181,ACC477037,13.4,transfer,online,Sydney,atm,False,,-788.2124819219445,-0.45,3,0.82,ACH,78.247.190.81,D5672008
T345749,2023-11-08T10:21:40.445325,ACC667053,ACC447252,554.49,withdrawal,retail,New York,pos,False,,1647.529306431389,-0.44,20,0.3,card,174.228.134.197,D1400972
T3470603,2023-11-08T10:31:08.960440,ACC656171,ACC263216,17.57,payment,entertainment,New York,pos,False,,3972.616166186944,1.63,3,0.75,UPI,236.245.74.118,D3444996
T3859896,2023-11-08T10:36:27.112103,ACC249374,ACC394424,353.06,withdrawal,restaurant,Berlin,mobile,False,,5929.730493210278,1.43,19,0.53,ACH,62.14.70.148,D7831846
T606968,2023-11-08T10:38:32.646780,ACC659240,ACC787030,385.26,withdrawal,utilities,Tokyo,pos,False,,,-0.95,3,0.44,wire_transfer,185.154.223.120,D9012093
T2987168,2023-11-08T10:44:27.979455,ACC748982,ACC540170,173.66,payment,entertainment,Toronto,web,False,,2413.704991142777,-0.2,1,0.19,ACH,49.56.101.119,D4508088
T155367,2023-11-08T10:51:50.329218,ACC521688,ACC430574,117.95,withdrawal,other,New York,web,False,,,1.18,3,0.93,UPI,248.219.125.196,D7172219
T120897,2023-11-08T10:52:12.561156,ACC516884,ACC938093,5.77,transfer,entertainment,Toronto,mobile,False,,,0.0,14,0.47,wire_transfer,224.48.95.32,D8889179
T2639076,2023-11-08T10:54:15.406570,ACC463584,ACC817011,3.72,payment,online,London,mobile,False,,2200.5490928019444,1.97,6,0.66,card,214.69.161.29,D1759066
T3000180,2023-11-08T11:05:51.041581,ACC756676,ACC629536,17.42,transfer,grocery,Dubai,web,False,,714.5142843880556,-0.47,10,0.39,UPI,113.132.166.74,D3181456
T4009003,2023-11-08T11:08:51.668868,ACC572611,ACC630965,10.6,transfer,entertainment,New York,atm,False,,4724.188025758889,0.07,15,0.14,UPI,141.140.178.10,D7099612
T4476689,2023-11-08T11:19:37.734075,ACC532475,ACC389787,43.08,transfer,travel,Dubai,mobile,False,,1222.9991056625,-2.03,16,0.39,ACH,253.87.144.239,D2229136
T2488986,2023-11-08T11:22:30.696406,ACC415487,ACC539661,29.54,transfer,grocery,Berlin,web,False,,116.1028060361111,0.48,7,0.98,card,240.70.153.105,D2552745
T370593,2023-11-08T11:26:58.195792,ACC514058,ACC958668,327.32,deposit,retail,London,pos,False,,,0.89,14,0.78,wire_transfer,215.62.238.110,D6226111
T2834892,2023-11-08T11:28:05.189299,ACC347296,ACC724238,98.55,payment,grocery,Singapore,web,False,,-570.7268478608333,-0.16,9,0.76,UPI,60.248.97.76,D4364782
T3599902,2023-11-08T11:34:37.856699,ACC963820,ACC708022,518.41,deposit,utilities,Sydney,atm,False,,710.2247146947223,-0.59,12,0.98,card,211.241.111.27,D5931455
T1421094,2023-11-08T11:53:27.257645,ACC824341,ACC770877,40.71,payment,other,London,atm,False,,,-1.05,9,0.08,ACH,118.181.206.174,D7482506
T4140890,2023-11-08T12:08:57.941933,ACC263553,ACC801201,31.79,transfer,online,Dubai,mobile,False,,-103.09737273361112,-0.62,4,0.43,ACH,123.189.230.164,D6997755
T3031651,2023-11-08T12:13:21.816043,ACC353631,ACC474533,75.43,transfer,other,New York,web,False,,7440.380342397222,-0.85,13,0.02,ACH,118.19.105.77,D6981957
T3103677,2023-11-08T12:13:59.236006,ACC333343,ACC889115,479.28,withdrawal,restaurant,New York,web,False,,4754.593294018333,0.57,4,1.0,wire_transfer,136.216.2.255,D8347050
T3760591,2023-11-08T12:16:12.546406,ACC639122,ACC768027,378.15,withdrawal,travel,Tokyo,web,False,,2230.8352860822224,-0.27,10,0.67,wire_transfer,170.52.219.57,D2278139
T888823,2023-11-08T12:19:11.113857,ACC215593,ACC883972,1368.25,deposit,entertainment,Tokyo,atm,False,,,-2.66,18,0.74,ACH,174.152.241.197,D8294372
T4801679,2023-11-08T12:36:49.344013,ACC312655,ACC458521,11.07,transfer,restaurant,New York,mobile,False,,1628.4346922216669,0.59,19,0.1,card,107.22.47.81,D5479916
T3808714,2023-11-08T12:43:50.427983,ACC818418,ACC959873,38.32,transfer,grocery,London,mobile,False,,4884.875917272222,-0.57,14,0.93,ACH,247.168.49.95,D8179067
T4409459,2023-11-08T12:44:01.517335,ACC591872,ACC335867,482.36,withdrawal,entertainment,Dubai,mobile,False,,4190.2557901616665,-0.4,1,0.04,card,234.37.58.224,D7213393
T2526411,2023-11-08T12:44:04.751212,ACC307876,ACC587365,274.5,withdrawal,restaurant,Tokyo,atm,False,,3774.4309479408334,-0.82,15,0.18,wire_transfer,14.158.30.162,D9194281
T4381422,2023-11-08T12:47:13.039739,ACC155784,ACC137129,522.31,deposit,entertainment,Dubai,web,False,,37.30677103527778,-1.66,17,0.64,UPI,131.155.205.137,D4618778
T3561345,2023-11-08T12:57:36.815324,ACC915593,ACC222256,86.35,payment,utilities,Berlin,pos,False,,7344.376526908333,-1.32,18,0.87,ACH,178.178.206.5,D2880444
T333144,2023-11-08T13:05:29.923990,ACC301369,ACC675476,75.99,payment,utilities,Dubai,pos,False,,198.0138741405556,-0.64,8,0.79,wire_transfer,14.84.252.235,D2043398
T4710336,2023-11-08T13:09:15.487952,ACC805432,ACC967651,202.36,withdrawal,utilities,Sydney,atm,False,,214.27093519027775,0.72,3,0.22,ACH,141.120.25.17,D6815611
T3639283,2023-11-08T13:10:03.651702,ACC338445,ACC862447,20.76,transfer,retail,Berlin,web,False,,7465.719159016944,1.78,14,0.3,UPI,14.46.226.153,D5122131
T3740152,2023-11-08T13:34:27.639497,ACC916509,ACC381853,25.31,payment,utilities,New York,mobile,False,,-761.553435025,1.48,7,0.05,wire_transfer,50.104.171.235,D9049335
T1699578,2023-11-08T13:37:51.200105,ACC362710,ACC932786,94.64,payment,entertainment,London,pos,False,,4284.114993209445,2.01,13,0.46,ACH,250.246.66.135,D2709699
T1117275,2023-11-08T13:48:21.011818,ACC516783,ACC980969,67.44,payment,travel,Berlin,web,False,,,0.09,10,0.53,UPI,247.68.169.230,D4981682
T3047732,2023-11-08T14:08:41.293441,ACC667765,ACC950745,174.29,withdrawal,retail,Singapore,web,False,,160.42471505333333,-0.74,17,0.21,UPI,169.56.209.123,D7995751
T2913749,2023-11-08T14:10:01.152452,ACC105818,ACC165616,6.21,transfer,online,Tokyo,web,False,,1221.890125591111,0.94,9,0.1,card,193.84.230.83,D4281126
T1633000,2023-11-08T14:13:50.740882,ACC183077,ACC105224,285.87,deposit,utilities,London,pos,False,,6174.860714530556,-1.15,7,0.65,card,15.15.124.11,D1997291
T221365,2023-11-08T14:19:01.730258,ACC467360,ACC515908,120.39,payment,restaurant,Sydney,atm,False,,,-0.41,1,0.24,ACH,113.9.109.104,D7975658
T1988868,2023-11-08T14:22:35.568813,ACC848899,ACC809721,1307.57,deposit,restaurant,Singapore,atm,False,,6913.32075834,1.35,14,0.74,ACH,210.71.146.141,D1257623
T2376003,2023-11-08T14:22:59.496678,ACC279835,ACC441270,209.09,deposit,retail,Singapore,atm,False,,-64.31859855972222,0.64,1,0.24,card,148.26.139.112,D2691265
T2152744,2023-11-08T14:26:03.502489,ACC806258,ACC919364,1595.04,deposit,restaurant,Tokyo,atm,False,,5059.39424812,-0.08,15,0.71,card,108.128.247.56,D7184706
T3035612,2023-11-08T15:01:33.701961,ACC518177,ACC275466,530.03,withdrawal,retail,Sydney,atm,False,,2673.3488801400003,0.5,13,0.12,card,15.126.36.189,D4192646
T1436240,2023-11-08T15:10:06.096621,ACC970751,ACC788023,21.78,transfer,utilities,Sydney,atm,False,,,0.53,4,0.16,card,102.64.32.197,D2354342
T529556,2023-11-08T15:10:44.016493,ACC291018,ACC185560,1196.61,deposit,retail,New York,web,False,,7147.391566611667,0.89,4,0.15,UPI,206.222.142.169,D2001503
T2489696,2023-11-08T15:11:30.739041,ACC772232,ACC708722,41.27,payment,travel,Sydney,atm,False,,5277.670034347222,-0.53,4,0.64,ACH,101.149.247.27,D7797353
T4978309,2023-11-08T15:19:26.195099,ACC498220,ACC533560,354.4,withdrawal,utilities,Tokyo,web,False,,805.3517842727778,-0.56,18,0.58,card,211.148.52.247,D6591371
T2044560,2023-11-08T15:23:45.254703,ACC851777,ACC409371,81.45,payment,entertainment,London,pos,False,,2793.0627779422225,-1.64,5,0.65,card,23.69.67.151,D7969701
T4864279,2023-11-08T15:25:05.055067,ACC326846,ACC425887,1031.2,deposit,online,Berlin,web,False,,1610.6347725133337,-0.67,12,0.78,wire_transfer,199.70.226.72,D7492289
T3893581,2023-11-08T15:31:38.986225,ACC408143,ACC895334,439.65,withdrawal,entertainment,Singapore,mobile,False,,6290.249433173333,-1.13,12,0.22,card,225.82.222.52,D3485834
T685487,2023-11-08T15:39:08.660076,ACC221453,ACC620049,939.81,deposit,travel,Sydney,atm,False,,,0.69,8,0.5,UPI,65.43.52.118,D9160511
T1094805,2023-11-08T15:41:21.853216,ACC770968,ACC649228,27.22,transfer,grocery,New York,mobile,False,,,1.62,7,0.52,ACH,205.107.147.168,D1485676
T4441332,2023-11-08T15:48:41.913265,ACC130414,ACC440130,676.84,withdrawal,utilities,London,atm,False,,6969.711612829445,1.84,5,0.21,ACH,137.128.182.168,D4993679
T1061393,2023-11-08T15:54:26.423629,ACC894746,ACC796601,2067.26,deposit,online,Berlin,atm,False,,722.1604601183333,0.73,19,0.07,card,226.112.193.195,D5096668
T1327375,2023-11-08T15:57:05.004011,ACC870680,ACC829917,1203.1,deposit,grocery,London,pos,False,,720.9225464388888,-0.82,18,0.8,wire_transfer,223.223.136.140,D8142651
T476616,2023-11-08T15:58:07.946152,ACC298284,ACC650754,18.77,transfer,retail,Toronto,atm,False,,4553.824166829444,1.19,17,0.79,UPI,106.5.11.219,D3500393
T3884283,2023-11-08T16:02:45.298007,ACC658812,ACC200363,60.17,transfer,grocery,Singapore,pos,False,,1584.8881434869445,-1.72,15,0.27,wire_transfer,144.33.191.235,D1687050
T3577579,2023-11-08T16:13:48.485690,ACC687232,ACC712503,81.45,transfer,utilities,Dubai,atm,False,,-811.4696220358333,-0.96,5,0.11,wire_transfer,244.237.242.115,D1935499
T194868,2023-11-08T16:20:06.942417,ACC170651,ACC781363,0.01,withdrawal,entertainment,Dubai,atm,False,,,0.73,10,0.08,ACH,108.6.40.221,D7449428
T3176150,2023-11-08T16:20:45.581485,ACC523136,ACC815771,0.01,withdrawal,online,Tokyo,atm,False,,1832.512439148056,0.71,16,0.78,UPI,5.159.150.244,D6441455
T2271404,2023-11-08T16:41:00.593560,ACC194695,ACC127063,174.11,withdrawal,online,London,web,False,,5197.500300695556,0.73,6,0.05,wire_transfer,193.72.41.61,D6667328
T1951370,2023-11-08T16:47:00.834097,ACC463849,ACC447738,44.21,withdrawal,utilities,Berlin,web,False,,1452.449985433611,-0.98,12,0.42,card,158.188.53.150,D5472334
T4899782,2023-11-08T16:57:32.157020,ACC236412,ACC287280,0.01,deposit,retail,Berlin,pos,False,,7272.466057034722,1.04,1,0.84,card,195.138.132.220,D6777224
T1622934,2023-11-08T16:59:23.722362,ACC106270,ACC577565,140.12,withdrawal,other,Singapore,web,False,,4167.485978795,0.68,14,0.67,card,9.37.118.60,D6222812
T3575190,2023-11-08T17:15:55.127525,ACC354775,ACC262823,9.46,transfer,travel,Singapore,mobile,True,card_not_present,4689.322778839167,1.24,19,0.08,card,24.38.40.50,D3275854
T3003618,2023-11-08T17:16:26.675853,ACC869474,ACC474228,606.28,deposit,utilities,London,mobile,False,,3036.6961163944447,2.4,6,0.45,ACH,116.81.125.129,D4853763
T860856,2023-11-08T17:17:04.511253,ACC304151,ACC647223,1948.85,deposit,restaurant,Singapore,web,False,,753.7586670555556,-0.55,17,0.81,card,134.186.115.245,D2997924
T4676204,2023-11-08T17:19:28.127315,ACC776254,ACC302776,1086.81,deposit,travel,London,mobile,False,,3631.9514928444446,-0.75,16,0.1,UPI,113.66.104.65,D4344186
T1922543,2023-11-08T17:24:03.322109,ACC435742,ACC362427,32.93,transfer,entertainment,Tokyo,web,False,,1116.0807254144445,-1.3,11,0.19,card,164.69.45.54,D8589634
T1017015,2023-11-08T17:25:14.811329,ACC103362,ACC147295,0.01,withdrawal,travel,Tokyo,mobile,False,,-941.9783682477778,-0.37,5,0.63,ACH,104.24.125.252,D6902170
T4927273,2023-11-08T17:27:52.391046,ACC840559,ACC706951,368.97,withdrawal,other,Tokyo,atm,False,,4408.455646746945,-1.12,7,0.68,card,172.200.227.113,D7808613
T563959,2023-11-08T17:28:14.629956,ACC419708,ACC450454,98.57,payment,restaurant,Toronto,web,False,,,0.36,15,0.61,UPI,60.141.133.12,D9694805
T2958362,2023-11-08T17:30:02.930541,ACC678509,ACC435679,15.71,transfer,grocery,Sydney,web,False,,2129.270391441111,-0.03,11,0.42,ACH,123.211.211.84,D4438461
T4065721,2023-11-08T17:37:21.336498,ACC652461,ACC318570,706.52,deposit,other,Berlin,pos,False,,5937.840505895,0.91,1,0.93,card,12.41.40.213,D1621490
T2450442,2023-11-08T17:39:30.815038,ACC108968,ACC749987,213.57,payment,entertainment,Dubai,atm,False,,5052.430026705,1.02,16,0.81,card,108.66.201.137,D9327362
T2295948,2023-11-08T17:39:48.091517,ACC383009,ACC301381,0.01,withdrawal,entertainment,Toronto,web,False,,7426.373495066944,-1.23,18,0.64,wire_transfer,40.221.249.221,D7178518
T1259136,2023-11-08T17:41:21.934360,ACC520695,ACC947198,1092.91,deposit,travel,Tokyo,web,False,,-345.186369885,1.69,12,0.22,wire_transfer,208.145.179.194,D3858754
T116065,2023-11-08T17:44:42.593457,ACC989780,ACC987013,1677.83,deposit,online,New York,pos,False,,,0.86,5,0.13,UPI,9.231.124.230,D5467245
T1012944,2023-11-08T17:52:55.223749,ACC834499,ACC926600,324.42,deposit,entertainment,Tokyo,pos,False,,,-1.19,16,0.83,ACH,38.111.191.143,D7529920
T3044216,2023-11-08T17:56:00.419819,ACC752007,ACC725779,2.01,payment,other,London,atm,False,,799.1168550361111,1.55,13,0.56,UPI,229.125.54.51,D9257115
T1330066,2023-11-08T18:20:23.795965,ACC308567,ACC113186,913.57,deposit,restaurant,London,mobile,False,,1248.1380352144445,0.78,16,0.44,card,149.231.14.117,D9541901
T3581250,2023-11-08T18:32:33.257740,ACC909493,ACC858642,855.57,deposit,entertainment,Berlin,mobile,False,,4995.716863523334,0.68,5,0.41,card,110.87.132.248,D3478256
T2289048,2023-11-08T18:44:11.890133,ACC565089,ACC753888,184.08,withdrawal,utilities,Dubai,atm,False,,1322.62368244,-2.07,9,0.07,card,54.30.210.130,D6432066
T4787618,2023-11-08T18:47:23.842922,ACC938501,ACC213898,242.46,payment,grocery,Tokyo,atm,False,,6839.428107270556,1.87,14,0.76,UPI,39.240.28.204,D1695876
T2810534,2023-11-08T18:57:45.747105,ACC626320,ACC721705,903.64,deposit,restaurant,Tokyo,web,False,,399.10839478527777,-0.75,4,0.63,UPI,211.80.252.205,D1957669
T3423116,2023-11-08T18:59:35.228388,ACC846210,ACC817102,489.77,withdrawal,grocery,Sydney,mobile,False,,-246.07320057944443,-0.68,19,0.69,wire_transfer,174.214.138.15,D7287373
T1036458,2023-11-08T19:03:14.026846,ACC142746,ACC741599,78.09,withdrawal,entertainment,New York,pos,False,,3093.747977221111,1.3,16,0.84,card,39.53.143.61,D2758209
T4741902,2023-11-08T19:05:28.404194,ACC302382,ACC244198,1.68,payment,grocery,Berlin,web,False,,3861.532333236945,-1.51,17,0.54,UPI,241.93.190.137,D1202206
T4377617,2023-11-08T19:15:17.271798,ACC575492,ACC861297,51.69,transfer,travel,Tokyo,atm,False,,2263.7022254055555,-0.03,20,0.94,wire_transfer,197.237.233.60,D6621249
T4502820,2023-11-08T19:20:41.157713,ACC715452,ACC964203,539.52,deposit,entertainment,Tokyo,web,False,,5496.834774894723,-1.25,8,0.39,card,104.183.156.141,D1541728
T3248241,2023-11-08T19:22:38.288477,ACC794876,ACC694912,552.79,withdrawal,travel,Berlin,mobile,True,card_not_present,2042.9806268944444,-0.04,6,0.3,ACH,201.242.205.227,D9015643
T1505165,2023-11-08T19:24:51.609127,ACC154644,ACC678430,51.96,transfer,travel,New York,mobile,False,,,0.34,16,0.71,ACH,14.85.2.30,D4400715
T903553,2023-11-08T19:29:37.421826,ACC900052,ACC969466,15.0,payment,travel,Sydney,atm,False,,4188.660088721667,0.27,5,0.73,card,158.138.121.99,D4112490
T1175879,2023-11-08T19:30:11.002021,ACC979185,ACC692716,454.33,withdrawal,other,Sydney,pos,False,,3591.140714875555,0.53,18,0.69,UPI,126.0.120.48,D8891409
T4010617,2023-11-08T19:36:50.648795,ACC569974,ACC459106,32.68,transfer,utilities,Singapore,web,False,,4116.673831493055,0.06,8,0.5,card,235.60.131.8,D3571129
T2676723,2023-11-08T19:38:58.816015,ACC372153,ACC354355,8.97,payment,entertainment,Dubai,pos,False,,-689.5440536963889,-1.02,20,0.61,UPI,131.208.178.74,D4169494
T4084111,2023-11-08T19:40:25.809161,ACC570269,ACC179742,11.02,transfer,entertainment,Singapore,web,False,,2727.0964399286117,0.2,10,0.63,card,167.210.78.156,D4603144
T4933992,2023-11-08T19:43:42.285821,ACC378265,ACC628458,650.15,deposit,grocery,Tokyo,pos,False,,3060.5913472683333,-1.42,12,0.0,UPI,110.12.31.151,D1948389
T3793463,2023-11-08T19:48:43.259726,ACC174104,ACC993286,1869.85,deposit,entertainment,New York,mobile,False,,-1184.2139758547223,0.94,1,0.62,card,116.50.126.17,D7979548
T4268412,2023-11-08T19:49:32.347969,ACC700583,ACC295509,324.0,withdrawal,online,Dubai,atm,False,,7449.910659742777,0.6,19,0.03,UPI,217.197.89.93,D2537267
T2161808,2023-11-08T19:50:32.042424,ACC734470,ACC248141,12.01,transfer,grocery,Dubai,mobile,False,,6025.855495960555,-2.06,9,0.67,UPI,161.57.186.102,D9933669
T3908486,2023-11-08T19:50:49.922715,ACC525814,ACC721603,21.04,payment,other,Sydney,mobile,False,,3419.435174097222,-1.66,3,0.8,UPI,137.191.104.125,D5899012
T877022,2023-11-08T19:56:18.823639,ACC984327,ACC544733,179.76,withdrawal,grocery,Berlin,atm,False,,-417.5221965077777,1.19,11,0.06,UPI,189.225.143.207,D7930823
T4303007,2023-11-08T19:57:18.694667,ACC586215,ACC286393,34.09,withdrawal,entertainment,Toronto,pos,False,,2434.1687039591666,-0.13,11,0.19,UPI,214.39.108.168,D1078900
T3810768,2023-11-08T19:58:43.326644,ACC608659,ACC839924,1510.4,deposit,entertainment,Berlin,atm,False,,1478.1362465575,1.42,10,0.46,ACH,9.102.243.65,D3027164
T1493016,2023-11-08T20:05:26.135046,ACC333390,ACC712466,33.35,payment,utilities,New York,mobile,False,,-976.9973031922224,-0.15,14,0.16,UPI,9.79.79.201,D4443674
T3572388,2023-11-08T20:07:47.064005,ACC374039,ACC159716,1190.32,deposit,entertainment,Toronto,pos,False,,1227.3341896861111,0.5,6,0.03,ACH,29.159.192.163,D5366650
T3997439,2023-11-08T20:12:44.184366,ACC651158,ACC785578,397.45,payment,other,New York,mobile,False,,5342.420342664167,1.49,6,1.0,ACH,97.135.29.205,D8211668
T3549819,2023-11-08T20:12:56.795987,ACC785825,ACC614376,143.79,withdrawal,online,London,atm,False,,-195.1719691433333,-1.62,1,0.67,card,23.237.55.33,D9527742
T3227638,2023-11-08T20:15:22.868040,ACC657445,ACC449678,242.96,withdrawal,travel,Singapore,mobile,False,,6191.5654606788885,-0.85,17,0.43,wire_transfer,98.81.116.173,D9850302
T111306,2023-11-08T20:26:02.695545,ACC671688,ACC541597,26.97,transfer,retail,Dubai,pos,False,,,1.71,18,0.61,ACH,21.201.119.253,D9137372
T326843,2023-11-08T20:34:54.727909,ACC459250,ACC830699,64.12,payment,travel,Toronto,mobile,False,,,1.19,15,0.72,wire_transfer,77.9.89.94,D3908365
T4105673,2023-11-08T20:40:08.521587,ACC521464,ACC594268,82.56,payment,other,Toronto,pos,False,,7389.01613196,0.82,17,0.04,UPI,242.65.165.123,D2051778
T3560065,2023-11-08T20:43:32.972201,ACC439815,ACC158100,96.21,payment,retail,Berlin,atm,False,,-154.04972617805558,-0.9,17,0.07,card,59.242.123.250,D3327639
T3266097,2023-11-08T20:47:01.169839,ACC674084,ACC762151,24.85,transfer,other,Singapore,atm,False,,19.568807385555555,-0.45,3,0.66,card,210.152.52.30,D4930476
T3359928,2023-11-08T20:50:32.838364,ACC458292,ACC147749,88.82,payment,utilities,Tokyo,mobile,False,,2627.575686377778,-0.92,12,0.68,ACH,223.207.4.46,D4555828
